institutionCode,collectionCode,recorderdBy,basisOfRecord,occurrenceID,kingdom,genus,specificEpithet,scientificName,scientificNameAuthorship,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,eventDate,country,stateProvince,county,verbatimLocality,leafWidth,leafLength,lightCondition
UFSC,BIO7007,Mariana Ughini,HumanObservation,UFSC:BIO7006:Plantae:0018,Plantae,Philodendron,bipinnatifidum,Philodendron bipinnatifidum,Schott ex Endl.,27°36′15″S,48°30′48″W,−27.60417,−48.51333,2025-10-16,Brasil,Santa Catarina,Florianópolis,"Rua Lauro Linhares, Bairro Trindade",25,22,Plena Luz
UFSC,BIO7008,Mariana Ughini,HumanObservation,UFSC:BIO7006:Plantae:0019,Plantae,Philodendron,bipinnatifidum,Philodendron bipinnatifidum,Schott ex Endl.,27°36′15″S,48°30′48″W,−27.60417,−48.51333,2025-10-16,Brasil,Santa Catarina,Florianópolis,"Rua Lauro Linhares, Bairro Trindade",39,34,Plena Luz
UFSC,BIO7009,Mariana Ughini,HumanObservation,UFSC:BIO7006:Plantae:0020,Plantae,Philodendron,bipinnatifidum,Philodendron bipinnatifidum,Schott ex Endl.,27°36′15″S,48°30′48″W,−27.60417,−48.51333,2025-10-16,Brasil,Santa Catarina,Florianópolis,"Rua Lauro Linhares, Bairro Trindade",40,33,Plena Luz
UFSC,BIO7010,Mariana Ughini,HumanObservation,UFSC:BIO7006:Plantae:0021,Plantae,Philodendron,bipinnatifidum,Philodendron bipinnatifidum,Schott ex Endl.,27°36′15″S,48°30′48″W,−27.60417,−48.51333,2025-10-16,Brasil,Santa Catarina,Florianópolis,"Rua Lauro Linhares, Bairro Trindade",36,32,Plena Luz
UFSC,BIO7011,Mariana Ughini,HumanObservation,UFSC:BIO7006:Plantae:0022,Plantae,Rhododendron,indicum,Rhododendron indicum,(L.) Sweet,27°36′15″S,48°30′48″W,−27.60417,−48.51333,2025-10-16,Brasil,Santa Catarina,Florianópolis,"Rua Lauro Linhares, Bairro Trindade",4,2,Plena Luz
UFSC,BIO7012,Mariana Ughini,HumanObservation,UFSC:BIO7006:Plantae:0023,Plantae,Rhododendron,indicum,Rhododendron indicum,(L.) Sweet,27°36′15″S,48°30′48″W,−27.60417,−48.51333,2025-10-16,Brasil,Santa Catarina,Florianópolis,"Rua Lauro Linhares, Bairro Trindade",4,2,Plena Luz
UFSC,BIO7013,Mariana Ughini,HumanObservation,UFSC:BIO7006:Plantae:0024,Plantae,Rhododendron,indicum,Rhododendron indicum,(L.) Sweet,27°36′15″S,48°30′48″W,−27.60417,−48.51333,2025-10-16,Brasil,Santa Catarina,Florianópolis,"Rua Lauro Linhares, Bairro Trindade",3.8,1.7,Plena Luz
UFSC,BIO7014,Mariana Ughini,HumanObservation,UFSC:BIO7006:Plantae:0025,Plantae,Rhododendron,indicum,Rhododendron indicum,(L.) Sweet,27°36′15″S,48°30′48″W,−27.60417,−48.51333,2025-10-16,Brasil,Santa Catarina,Florianópolis,"Rua Lauro Linhares, Bairro Trindade",3,1.4,Plena Luz
UFSC,BIO7015,Mariana Ughini,HumanObservation,UFSC:BIO7006:Plantae:0026,Plantae,Rhododendron,indicum,Rhododendron indicum,(L.) Sweet,27°36′15″S,48°30′48″W,−27.60417,−48.51333,2025-10-16,Brasil,Santa Catarina,Florianópolis,"Rua Lauro Linhares, Bairro Trindade",3.8,1.7,Plena Luz
UFSC,BIO7016,Mariana Ughini,HumanObservation,UFSC:BIO7006:Plantae:0027,Plantae,Pelargonium,hybridum,Pelargonium x hybridum,(L.) L'Hér,27°36′15″S,48°30′48″W,−27.60417,−48.51333,2025-10-16,Brasil,Santa Catarina,Florianópolis,"Rua Lauro Linhares, Bairro Trindade",4,5,Plena Luz
UFSC,BIO7017,Mariana Ughini,HumanObservation,UFSC:BIO7006:Plantae:0028,Plantae,Pelargonium,hybridum,Pelargonium x hybridum,(L.) L'Hér,27°36′15″S,48°30′48″W,−27.60417,−48.51333,2025-10-16,Brasil,Santa Catarina,Florianópolis,"Rua Lauro Linhares, Bairro Trindade",3.6,4.5,Plena Luz
UFSC,BIO7018,Mariana Ughini,HumanObservation,UFSC:BIO7006:Plantae:0029,Plantae,Pelargonium,hybridum,Pelargonium x hybridum,(L.) L'Hér,27°36′15″S,48°30′48″W,−27.60417,−48.51333,2025-10-16,Brasil,Santa Catarina,Florianópolis,"Rua Lauro Linhares, Bairro Trindade",3.5,4,Plena Luz
UFSC,BIO7019,Mariana Ughini,HumanObservation,UFSC:BIO7006:Plantae:0030,Plantae,Pelargonium,hybridum,Pelargonium x hybridum,(L.) L'Hér,27°36′15″S,48°30′48″W,−27.60417,−48.51333,2025-10-16,Brasil,Santa Catarina,Florianópolis,"Rua Lauro Linhares, Bairro Trindade",3.5,4,Plena Luz
UFSC,BIO7020,Mariana Ughini,HumanObservation,UFSC:BIO7006:Plantae:0031,Plantae,Pelargonium,hybridum,Pelargonium x hybridum,(L.) L'Hér,27°36′15″S,48°30′48″W,−27.60417,−48.51333,2025-10-16,Brasil,Santa Catarina,Florianópolis,"Rua Lauro Linhares, Bairro Trindade",3.9,4.5,Plena Luz
UFSC,BIO7021,Mariana Ughini,HumanObservation,UFSC:BIO7006:Plantae:0032,Plantae,Hoya,carnosa,Hoya carnosa,(L.f) R.Br.,27°36′15″S,48°30′48″W,−27.60417,−48.51333,2025-10-16,Brasil,Santa Catarina,Florianópolis,"Rua Lauro Linhares, Bairro Trindade",6,3,Plena Luz
UFSC,BIO7022,Mariana Ughini,HumanObservation,UFSC:BIO7006:Plantae:0033,Plantae,Hoya,carnosa,Hoya carnosa,(L.f) R.Br.,27°36′15″S,48°30′48″W,−27.60417,−48.51333,2025-10-16,Brasil,Santa Catarina,Florianópolis,"Rua Lauro Linhares, Bairro Trindade",6.2,3.1,Plena Luz
UFSC,BIO7023,Mariana Ughini,HumanObservation,UFSC:BIO7006:Plantae:0034,Plantae,Hoya,carnosa,Hoya carnosa,(L.f) R.Br.,27°36′15″S,48°30′48″W,−27.60417,−48.51333,2025-10-16,Brasil,Santa Catarina,Florianópolis,"Rua Lauro Linhares, Bairro Trindade",7,3.5,Plena Luz
UFSC,BIO7024,Mariana Ughini,HumanObservation,UFSC:BIO7006:Plantae:0035,Plantae,Hoya,carnosa,Hoya carnosa,(L.f) R.Br.,27°36′15″S,48°30′48″W,−27.60417,−48.51333,2025-10-16,Brasil,Santa Catarina,Florianópolis,"Rua Lauro Linhares, Bairro Trindade",6,3,Plena Luz
UFSC,BIO7021,Mariana Ughini,HumanObservation,UFSC:BIO7006:Plantae:0036,Plantae,Hoya,carnosa,Hoya carnosa,(L.f) R.Br.,27°36′15″S,48°30′48″W,−27.60417,−48.51333,2025-10-16,Brasil,Santa Catarina,Florianópolis,"Rua Lauro Linhares, Bairro Trindade",5.8,3,Plena Luz
UFSC,BIO7022,Mariana Ughini,HumanObservation,UFSC:BIO7006:Plantae:0037,Plantae,Petroselinum,crispum,Petroselinum crispum,(Mill.) Fuss,27°36′15″S,48°30′48″W,−27.60417,−48.51333,2025-10-16,Brasil,Santa Catarina,Florianópolis,"Rua Lauro Linhares, Bairro Trindade",2,2,Plena Luz
UFSC,BIO7023,Mariana Ughini,HumanObservation,UFSC:BIO7006:Plantae:0038,Plantae,Petroselinum,crispum,Petroselinum crispum,(Mill.) Fuss,27°36′15″S,48°30′48″W,−27.60417,−48.51333,2025-10-16,Brasil,Santa Catarina,Florianópolis,"Rua Lauro Linhares, Bairro Trindade",1,1,Plena Luz
UFSC,BIO7024,Mariana Ughini,HumanObservation,UFSC:BIO7006:Plantae:0039,Plantae,Petroselinum,crispum,Petroselinum crispum,(Mill.) Fuss,27°36′15″S,48°30′48″W,−27.60417,−48.51333,2025-10-16,Brasil,Santa Catarina,Florianópolis,"Rua Lauro Linhares, Bairro Trindade",1.4,1.2,Plena Luz
UFSC,BIO7025,Mariana Ughini,HumanObservation,UFSC:BIO7006:Plantae:0040,Plantae,Petroselinum,crispum,Petroselinum crispum,(Mill.) Fuss,27°36′15″S,48°30′48″W,−27.60417,−48.51333,2025-10-16,Brasil,Santa Catarina,Florianópolis,"Rua Lauro Linhares, Bairro Trindade",1.3,1.1,Plena Luz
UFSC,BIO7026,Mariana Ughini,HumanObservation,UFSC:BIO7006:Plantae:0041,Plantae,Petroselinum,crispum,Petroselinum crispum,(Mill.) Fuss,27°36′15″S,48°30′48″W,−27.60417,−48.51333,2025-10-16,Brasil,Santa Catarina,Florianópolis,"Rua Lauro Linhares, Bairro Trindade",1.3,1.1,Plena Luz
